cell,target,assay,effect_sign,background,pos_overlap,pos_total,pos_frac,bg_overlap,bg_total,bg_frac,odds_ratio,log2_OR,p_value,FDR
WTC11,POU5F1,TF ChIP-seq,neg,powered,0,47,0.0,18,476,0.037815126050420166,0.0,-1.9385310503648432,0.3921761910204844,0.593866803545305
WTC11,NR1H2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,5,476,0.01050420168067227,2.0478260869565217,1.4674860316509242,0.43324863586071,0.6319865422188339
WTC11,ETV6,TF ChIP-seq,neg,powered,10,47,0.2127659574468085,81,476,0.17016806722689076,1.3179846513179847,0.44230446252459377,0.42634749161085644,0.6319865422188339
WTC11,ATF3,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,5,476,0.01050420168067227,2.0478260869565217,1.4674860316509242,0.43324863586071,0.6319865422188339
WTC11,TEAD4,TF ChIP-seq,neg,powered,3,47,0.06382978723404255,18,476,0.037815126050420166,1.7348484848484849,0.962946049057311,0.42282120309355986,0.6319865422188339
WTC11,IRF2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,6,476,0.012605042016806723,1.7028985507246377,1.2234148842005694,0.4847714871461,0.6944024005065758
WTC11,PREB,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,6,476,0.012605042016806723,1.7028985507246377,1.2234148842005694,0.4847714871461,0.6944024005065758
WTC11,H3K79me1,Histone ChIP-seq,neg,powered,4,47,0.0851063829787234,28,476,0.058823529411764705,1.4883720930232558,0.7030556663481036,0.5169095432498343,0.7209527840063479
WTC11,CTBP2,TF ChIP-seq,neg,powered,4,47,0.0851063829787234,27,476,0.05672268907563025,1.5469422911283377,0.7577990975833718,0.5103845834965254,0.7209527840063479
WTC11,ESRRA,TF ChIP-seq,neg,powered,4,47,0.0851063829787234,28,476,0.058823529411764705,1.4883720930232558,0.7030556663481036,0.5169095432498343,0.7209527840063479
WTC11,KDM5A,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,7,476,0.014705882352941176,1.4565217391304348,1.0138944416583808,0.5317012160300794,0.7351347247720228
WTC11,HMGXB4,TF ChIP-seq,neg,powered,11,47,0.23404255319148937,92,476,0.19327731092436976,1.2753623188405796,0.38919572462251,0.5634426186488521,0.772304968665237
WTC11,HMGA2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,8,476,0.01680672268907563,1.2717391304347827,0.8302460860219723,0.5744391633050043,0.7740324319109805
WTC11,ATF2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,8,476,0.01680672268907563,1.2717391304347827,0.8302460860219723,0.5744391633050043,0.7740324319109805
WTC11,SIX5,TF ChIP-seq,neg,powered,0,47,0.0,11,476,0.023109243697478993,0.0,-1.2307802068291671,0.6103375169681543,0.8154929848566096
WTC11,GABPB1,TF ChIP-seq,neg,powered,6,47,0.1276595744680851,49,476,0.10294117647058823,1.2752613240418118,0.435824276487818,0.6165584715868394,0.8169399748525622
WTC11,ZKSCAN8,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,13,476,0.0273109243697479,1.5829059829059828,0.9156714811507283,0.6357947606449145,0.8354658425003421
WTC11,ZNF317,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,14,476,0.029411764705882353,1.4666666666666666,0.8094620149647686,0.6466922402476653,0.8428202147490063
WTC11,KDM4A,TF ChIP-seq,neg,powered,8,47,0.1702127659574468,98,476,0.20588235294117646,0.7912087912087912,-0.2742202363974082,0.7042335529433947,0.8965410222625791
WTC11,GTF2I,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,21,476,0.04411764705882353,0.47101449275362317,-0.5491538212869224,0.7100627384589469,0.8965410222625791
WTC11,NR2C2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,20,476,0.04201680672268908,0.4956521739130435,-0.4772772650207368,0.7104664704722325,0.8965410222625791
WTC11,OTX2,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,18,476,0.037815126050420166,1.1308641975308642,0.4454580126547706,0.6984775044462386,0.8965410222625791
WTC11,H3K79me2,Histone ChIP-seq,neg,powered,4,47,0.0851063829787234,33,476,0.06932773109243698,1.2487667371388302,0.4536826094368756,0.7630581658491237,0.9553247903150446
WTC11,GABPA,TF ChIP-seq,neg,powered,4,47,0.0851063829787234,35,476,0.07352941176470588,1.172093023255814,0.36350401373736796,0.7695364457030489,0.955908553646756
WTC11,CEBPB,TF ChIP-seq,neg,powered,5,47,0.10638297872340426,43,476,0.09033613445378151,1.1987818383167221,0.3669853698727021,0.7896386332673848,0.9657887899193398
WTC11,EZH2,TF ChIP-seq,neg,powered,3,47,0.06382978723404255,43,476,0.09033613445378151,0.6865750528541226,-0.35143382153568703,0.7868449008342175,0.9657887899193398
WTC11,ZNF423,TF ChIP-seq,neg,powered,4,47,0.0851063829787234,50,476,0.10504201680672269,0.7925581395348837,-0.19482804583992047,0.8057751361077554,0.9733503547180847
WTC11,TGIF2,TF ChIP-seq,neg,powered,6,47,0.1276595744680851,53,476,0.11134453781512606,1.1679705476300046,0.31015145972521896,0.8080644454263345,0.9733503547180847
WTC11,HDAC2,TF ChIP-seq,neg,powered,7,47,0.14893617021276595,65,476,0.13655462184873948,1.1065384615384615,0.2183662116080692,0.8242854017278439,0.9854239013137381
WTC11,ATF6,TF ChIP-seq,neg,powered,0,47,0.0,4,476,0.008403361344537815,0.0,0.14438990933517493,1.0,1.0
WTC11,ASH2L,TF ChIP-seq,neg,powered,12,47,0.2553191489361702,115,476,0.2415966386554622,1.0762732919254658,0.14021186580510284,0.8588325488599184,1.0
WTC11,CHD7,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,16,476,0.03361344537815126,0.625,-0.15153308365399312,1.0,1.0
WTC11,ELF4,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,13,476,0.0273109243697479,0.774247491638796,0.14734171607518687,1.0,1.0
WTC11,FOXJ3,TF ChIP-seq,neg,powered,0,47,0.0,3,476,0.0063025210084033615,0.0,0.510010085079833,1.0,1.0
WTC11,ZNF219,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,11,476,0.023109243697478993,0.9189723320158103,0.3848790911149057,1.0,1.0
WTC11,FOXP4,TF ChIP-seq,neg,powered,5,47,0.10638297872340426,53,476,0.11134453781512606,0.9501347708894878,0.034791855430647035,1.0,1.0
WTC11,ZNF143,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,26,476,0.0546218487394958,0.7692307692307693,-0.0984037040609945,1.0,1.0
WTC11,BCL11A,TF ChIP-seq,neg,powered,0,47,0.0,1,476,0.0021008403361344537,0.0,1.7384834218084595,1.0,1.0
WTC11,ZNF396,TF ChIP-seq,neg,powered,0,47,0.0,1,476,0.0021008403361344537,0.0,1.7384834218084595,1.0,1.0
WTC11,SUZ12,TF ChIP-seq,neg,powered,3,47,0.06382978723404255,38,476,0.07983193277310924,0.7858851674641149,-0.15873201715896199,1.0,1.0
WTC11,SP2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,9,476,0.018907563025210083,1.1280193236714975,0.6666987309445384,1.0,1.0
WTC11,H3K9me3,Histone ChIP-seq,neg,powered,2,47,0.0425531914893617,24,476,0.05042016806722689,0.837037037037037,0.02119759254402553,1.0,1.0
WTC11,HDAC6,TF ChIP-seq,neg,powered,0,47,0.0,2,476,0.004201680672268907,0.0,0.9984805738027991,1.0,1.0
WTC11,IRF1,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,20,476,0.04201680672268908,1.0133333333333334,0.2910525000548044,1.0,1.0
WTC11,MAFK,TF ChIP-seq,neg,powered,3,47,0.06382978723404255,36,476,0.07563025210084033,0.8333333333333334,-0.07520485886839731,1.0,1.0
WTC11,MXD4,TF ChIP-seq,neg,powered,0,47,0.0,1,476,0.0021008403361344537,0.0,1.7384834218084595,1.0,1.0
WTC11,NANOG,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,28,476,0.058823529411764705,0.7111111111111111,-0.20979238455681437,1.0,1.0
WTC11,NFYB,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,26,476,0.0546218487394958,0.7692307692307693,-0.0984037040609945,1.0,1.0
WTC11,RELA,TF ChIP-seq,neg,powered,2,47,0.0425531914893617,22,476,0.046218487394957986,0.9171717171717172,0.15041684255309853,1.0,1.0
WTC11,RNF2,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,15,476,0.031512605042016806,0.6681159420289855,-0.058205783127976134,1.0,1.0
WTC11,RXRA,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,11,476,0.023109243697478993,0.9189723320158103,0.3848790911149057,1.0,1.0
WTC11,SMAD3,TF ChIP-seq,neg,powered,3,47,0.06382978723404255,32,476,0.06722689075630252,0.9460227272727273,0.1052932868925218,1.0,1.0
WTC11,SMAD4,TF ChIP-seq,neg,powered,1,47,0.02127659574468085,9,476,0.018907563025210083,1.1280193236714975,0.6666987309445384,1.0,1.0
WTC11,H2BK20ac,Histone ChIP-seq,neg,powered,10,47,0.2127659574468085,106,476,0.22268907563025211,0.9433962264150944,-0.037881155637125075,1.0,1.0
WTC11,ZSCAN18,TF ChIP-seq,neg,powered,0,47,0.0,1,476,0.0021008403361344537,0.0,1.7384834218084595,1.0,1.0
WTC11,KDM5A,TF ChIP-seq,pos,all,4,25,0.16,7,655,0.010687022900763359,17.632653061224488,4.177732415383395,0.0003963488408081592,0.06381216337011364
WTC11,MXI1,TF ChIP-seq,pos,all,5,25,0.2,29,655,0.044274809160305344,5.396551724137931,2.510407263979233,0.005967001113196576,0.4803435896123244
WTC11,FOXP1,TF ChIP-seq,pos,all,7,25,0.28,63,655,0.09618320610687023,3.654320987654321,1.9194238869930242,0.009605394730396111,0.5154895171979247
WTC11,AFF4,TF ChIP-seq,pos,all,2,25,0.08,11,655,0.016793893129770993,5.090909090909091,2.575813835514363,0.07899930921435423,0.641821797696363
WTC11,HDAC2,TF ChIP-seq,pos,all,7,25,0.28,81,655,0.12366412213740458,2.7558299039780523,1.5148721583946045,0.03232921694367119,0.641821797696363
WTC11,H2BK12ac,Histone ChIP-seq,pos,all,15,25,0.6,247,655,0.37709923664122136,2.477732793522267,1.2847864407868266,0.03459290204788772,0.641821797696363
WTC11,KAT7,TF ChIP-seq,pos,all,3,25,0.12,28,655,0.042748091603053436,3.0535714285714284,1.776083460401322,0.0999032925276843,0.641821797696363
WTC11,POLR2A,TF ChIP-seq,pos,all,8,25,0.32,89,655,0.13587786259541984,2.9927296761401188,1.6202961928616322,0.01727222255912456,0.641821797696363
WTC11,POLR2AphosphoS5,TF ChIP-seq,pos,all,6,25,0.24,74,655,0.11297709923664122,2.4793741109530583,1.3795043602899006,0.1031106109018194,0.641821797696363
WTC11,PRRX2,TF ChIP-seq,pos,all,2,25,0.08,12,655,0.0183206106870229,4.659420289855072,2.453279391655702,0.09012567586800271,0.641821797696363
WTC11,RBBP5,TF ChIP-seq,pos,all,7,25,0.28,97,655,0.1480916030534351,2.2371134020618557,1.215520386713273,0.08649793659340126,0.641821797696363
WTC11,SRF,TF ChIP-seq,pos,all,2,25,0.08,13,655,0.01984732824427481,4.294314381270903,2.340004385127497,0.10169411576360719,0.641821797696363
WTC11,STAT6,TF ChIP-seq,pos,all,2,25,0.08,5,655,0.007633587786259542,11.304347826086957,3.653312871290223,0.02435018309527402,0.641821797696363
WTC11,TAF7,TF ChIP-seq,pos,all,4,25,0.16,38,655,0.05801526717557252,3.092731829573935,1.747169032517353,0.06157865945292931,0.641821797696363
WTC11,ZBTB21,TF ChIP-seq,pos,all,4,25,0.16,38,655,0.05801526717557252,3.092731829573935,1.747169032517353,0.06157865945292931,0.641821797696363
WTC11,RNF2,TF ChIP-seq,pos,all,3,25,0.12,19,655,0.02900763358778626,4.564593301435407,2.344116310767039,0.04258719050187987,0.641821797696363
WTC11,H3K27ac,Histone ChIP-seq,pos,all,15,25,0.6,264,655,0.4030534351145038,2.221590909090909,1.1276234727851298,0.06173153450082577,0.641821797696363
WTC11,ZNF184,TF ChIP-seq,pos,all,4,25,0.16,38,655,0.05801526717557252,3.092731829573935,1.747169032517353,0.06157865945292931,0.641821797696363
WTC11,ZBTB43,TF ChIP-seq,pos,all,4,25,0.16,44,655,0.06717557251908397,2.645021645021645,1.5241355043012033,0.09207634180713148,0.641821797696363
WTC11,CBFB,TF ChIP-seq,pos,all,2,25,0.08,13,655,0.01984732824427481,4.294314381270903,2.340004385127497,0.10169411576360719,0.641821797696363
WTC11,CHD2,TF ChIP-seq,pos,all,4,25,0.16,39,655,0.059541984732824425,3.0085470085470085,1.7078365829659505,0.066209478275251,0.641821797696363
WTC11,ARID4B,TF ChIP-seq,pos,all,4,25,0.16,43,655,0.06564885496183206,2.7109634551495017,1.559282784781419,0.08654786223295514,0.641821797696363
WTC11,ZNF281,TF ChIP-seq,pos,all,4,25,0.16,46,655,0.07022900763358779,2.5217391304347827,1.4559838462523953,0.10364824062177291,0.641821797696363
WTC11,ZNF138,TF ChIP-seq,pos,all,2,25,0.08,12,655,0.0183206106870229,4.659420289855072,2.453279391655702,0.09012567586800271,0.641821797696363
WTC11,ZMAT4,TF ChIP-seq,pos,all,2,25,0.08,7,655,0.010687022900763359,8.049689440993788,3.2014114118529062,0.039895277198405216,0.641821797696363
WTC11,BACH1,TF ChIP-seq,pos,all,5,25,0.2,61,655,0.09312977099236641,2.4344262295081966,1.3748981084256293,0.08490184049818364,0.641821797696363
WTC11,AR,TF ChIP-seq,pos,all,2,25,0.08,14,655,0.021374045801526718,3.981366459627329,2.2346637031718353,0.11366018194993056,0.6535460462121008
WTC11,E2F4,TF ChIP-seq,pos,all,2,25,0.08,14,655,0.021374045801526718,3.981366459627329,2.2346637031718353,0.11366018194993056,0.6535460462121008
WTC11,ZNF121,TF ChIP-seq,pos,all,4,25,0.16,53,655,0.08091603053435115,2.1635220125786163,1.2370106914563914,0.1492042705421587,0.8007295852429185
WTC11,ASH2L,TF ChIP-seq,pos,all,9,25,0.36,148,655,0.22595419847328244,1.9269425675675675,0.976478285356905,0.14437095555113352,0.8007295852429185
WTC11,H3K4me2,Histone ChIP-seq,pos,all,15,25,0.6,296,655,0.45190839694656487,1.8192567567567568,0.839838553501409,0.1569887482906019,0.8153286604769969
WTC11,ZNF425,TF ChIP-seq,pos,all,1,25,0.04,7,655,0.010687022900763359,3.857142857142857,2.404324825249129,0.26010278242812873,0.8292031153119962
WTC11,IRF2,TF ChIP-seq,pos,all,1,25,0.04,6,655,0.00916030534351145,4.506944444444445,2.612998653912737,0.23155736508353503,0.8292031153119962
WTC11,IRF1,TF ChIP-seq,pos,all,2,25,0.08,21,655,0.03206106870229008,2.6252587991718426,1.650550842348733,0.20530844736090886,0.8292031153119962
WTC11,HMGXB4,TF ChIP-seq,pos,all,6,25,0.24,108,655,0.1648854961832061,1.5994152046783625,0.7502014213229002,0.28720834096548165,0.8292031153119962
WTC11,H3K4me1,Histone ChIP-seq,pos,all,19,25,0.76,423,655,0.6458015267175573,1.7368006304176518,0.7198312473843513,0.2897211228642747,0.8292031153119962
WTC11,JUND,TF ChIP-seq,pos,all,4,25,0.16,55,655,0.08396946564885496,2.0779220779220777,1.1792648160957426,0.2625931478147028,0.8292031153119962
WTC11,MAFK,TF ChIP-seq,pos,all,0,25,0.0,52,655,0.07938931297709924,0.0,-2.1494608988825967,0.24771023384365293,0.8292031153119962
WTC11,USF2,TF ChIP-seq,pos,all,5,25,0.2,69,655,0.10534351145038168,2.1231884057971016,1.1789258393242146,0.177878684701462,0.8292031153119962
WTC11,MLX,TF ChIP-seq,pos,all,1,25,0.04,9,655,0.013740458015267175,2.990740740740741,2.0588317029726166,0.31417012443497994,0.8292031153119962
WTC11,NRF1,TF ChIP-seq,pos,all,2,25,0.08,23,655,0.035114503816793895,2.389413988657845,1.51767206111376,0.23303970556842402,0.8292031153119962
WTC11,PREB,TF ChIP-seq,pos,all,1,25,0.04,8,655,0.012213740458015267,3.3697916666666665,2.221526197929525,0.2876287205818443,0.8292031153119962
WTC11,RELA,TF ChIP-seq,pos,all,2,25,0.08,23,655,0.035114503816793895,2.389413988657845,1.51767206111376,0.23303970556842402,0.8292031153119962
WTC11,REST,TF ChIP-seq,pos,all,1,25,0.04,9,655,0.013740458015267175,2.990740740740741,2.0588317029726166,0.31417012443497994,0.8292031153119962
WTC11,H3K4ac,Histone ChIP-seq,pos,all,1,25,0.04,8,655,0.012213740458015267,3.3697916666666665,2.221526197929525,0.2876287205818443,0.8292031153119962
WTC11,SIN3A,TF ChIP-seq,pos,all,8,25,0.32,133,655,0.20305343511450383,1.8469703670942061,0.9267711195860642,0.20446596562334576,0.8292031153119962
WTC11,SP2,TF ChIP-seq,pos,all,1,25,0.04,9,655,0.013740458015267175,2.990740740740741,2.0588317029726166,0.31417012443497994,0.8292031153119962
WTC11,ZBTB33,TF ChIP-seq,pos,all,2,25,0.08,26,655,0.03969465648854962,2.1036789297658864,1.3374813563655423,0.27511411828839916,0.8292031153119962
WTC11,TGIF2,TF ChIP-seq,pos,all,4,25,0.16,60,655,0.0916030534351145,1.8888888888888888,1.042754707329734,0.28215263756183806,0.8292031153119962
WTC11,USF1,TF ChIP-seq,pos,all,5,25,0.2,70,655,0.10687022900763359,2.0892857142857144,1.155853622121635,0.18123319040723532,0.8292031153119962
WTC11,MAX,TF ChIP-seq,pos,all,8,25,0.32,132,655,0.2015267175572519,1.8645276292335116,0.9403770017856199,0.20307546146951827,0.8292031153119962
WTC11,PHF8,TF ChIP-seq,pos,all,4,25,0.16,58,655,0.08854961832061069,1.9605911330049262,1.0960904300249208,0.2735434264470416,0.8292031153119962
WTC11,KDM4A,TF ChIP-seq,pos,all,7,25,0.28,115,655,0.17557251908396945,1.826086956521739,0.9238389962981614,0.1861452365002096,0.8292031153119962
WTC11,ZSCAN18,TF ChIP-seq,pos,all,1,25,0.04,9,655,0.013740458015267175,2.990740740740741,2.0588317029726166,0.31417012443497994,0.8292031153119962
WTC11,FOXK1,TF ChIP-seq,pos,all,4,25,0.16,66,655,0.10076335877862595,1.6998556998557,0.8917258142187875,0.3133669257720768,0.8292031153119962
WTC11,FOSL1,TF ChIP-seq,pos,all,1,25,0.04,4,655,0.0061068702290076335,6.78125,3.1479490237317704,0.1712623521269509,0.8292031153119962
WTC11,H2AK5ac,Histone ChIP-seq,pos,all,9,25,0.36,158,655,0.24122137404580152,1.7693829113924051,0.853747079376736,0.23356802275359562,0.8292031153119962
WTC11,EP300,TF ChIP-seq,pos,all,1,25,0.04,8,655,0.012213740458015267,3.3697916666666665,2.221526197929525,0.2876287205818443,0.8292031153119962
WTC11,EMX1,TF ChIP-seq,pos,all,2,25,0.08,21,655,0.03206106870229008,2.6252587991718426,1.650550842348733,0.20530844736090886,0.8292031153119962
WTC11,BRCA1,TF ChIP-seq,pos,all,1,25,0.04,7,655,0.010687022900763359,3.857142857142857,2.404324825249129,0.26010278242812873,0.8292031153119962
WTC11,E2F5,TF ChIP-seq,pos,all,3,25,0.12,43,655,0.06564885496183206,1.9408033826638478,1.1311243637691342,0.23546392906076793,0.8292031153119962
WTC11,CHD1,TF ChIP-seq,pos,all,2,25,0.08,31,655,0.04732824427480916,1.7503506311360448,1.076617081317766,0.34514581203147193,0.8820392974137615
WTC11,CREB1,TF ChIP-seq,pos,all,1,25,0.04,10,655,0.015267175572519083,2.6875,1.9122085191343783,0.3397607914336745,0.8820392974137615
WTC11,TEAD1,TF ChIP-seq,pos,all,5,25,0.2,82,655,0.1251908396946565,1.7469512195121952,0.8992070757892228,0.35271316460030977,0.8872940546976543
WTC11,MYC,TF ChIP-seq,pos,all,2,25,0.08,32,655,0.04885496183206107,1.6929347826086956,1.0292171800109406,0.3589858396576783,0.8889966458080604
WTC11,ZNF219,TF ChIP-seq,pos,all,1,25,0.04,11,655,0.016793893129770993,2.4393939393939394,1.778727248910586,0.3644334075983353,0.8889966458080604
WTC11,TCF7,TF ChIP-seq,pos,all,1,25,0.04,14,655,0.021374045801526718,1.9077380952380953,1.4375771165680584,0.43325386634298446,0.8942804164259037
WTC11,H3K79me2,Histone ChIP-seq,pos,all,0,25,0.0,46,655,0.07022900763358779,0.0,-1.960101742459315,0.4034413860862585,0.8942804164259037
WTC11,NR3C1,TF ChIP-seq,pos,all,1,25,0.04,14,655,0.021374045801526718,1.9077380952380953,1.4375771165680584,0.43325386634298446,0.8942804164259037
WTC11,H2BK5ac,Histone ChIP-seq,pos,all,12,25,0.48,253,655,0.38625954198473283,1.4667072058376407,0.555971723609895,0.40459012110438614,0.8942804164259037
WTC11,SP1,TF ChIP-seq,pos,all,6,25,0.24,115,655,0.17557251908396945,1.482837528604119,0.6414392655974365,0.4231987714150082,0.8942804164259037
WTC11,ELF4,TF ChIP-seq,pos,all,1,25,0.04,14,655,0.021374045801526718,1.9077380952380953,1.4375771165680584,0.43325386634298446,0.8942804164259037
WTC11,H3K9me3,Histone ChIP-seq,pos,all,0,25,0.0,43,655,0.06564885496183206,0.0,-1.856802803930291,0.39504895634703274,0.8942804164259037
WTC11,ETV6,TF ChIP-seq,pos,all,5,25,0.2,93,655,0.14198473282442747,1.510752688172043,0.6906944402359763,0.38750789317905726,0.8942804164259037
WTC11,EZH2,TF ChIP-seq,pos,all,3,25,0.12,49,655,0.07480916030534351,1.686456400742115,0.93050904076883,0.4292623540329735,0.8942804164259037
WTC11,ATF1,TF ChIP-seq,pos,all,1,25,0.04,14,655,0.021374045801526718,1.9077380952380953,1.4375771165680584,0.43325386634298446,0.8942804164259037
WTC11,ZNF512,TF ChIP-seq,pos,all,1,25,0.04,12,655,0.0183206106870229,2.232638888888889,1.656192805051925,0.3882195824636672,0.8942804164259037
WTC11,ZNF671,TF ChIP-seq,pos,all,1,25,0.04,13,655,0.01984732824427481,2.0576923076923075,1.54291779852372,0.41114988297102617,0.8942804164259037
WTC11,E2F1,TF ChIP-seq,pos,all,1,25,0.04,15,655,0.022900763358778626,1.7777777777777777,1.3391111065607193,0.45456011196918794,0.9207891113140824
WTC11,H2BK20ac,Histone ChIP-seq,pos,all,7,25,0.28,140,655,0.21374045801526717,1.4305555555555556,0.572839527126751,0.4575349621436434,0.9207891113140824
WTC11,H4K91ac,Histone ChIP-seq,pos,all,1,25,0.04,16,655,0.024427480916030534,1.6640625,1.2466590861291316,0.4750962523317941,0.9215722484990223
WTC11,NFATC4,TF ChIP-seq,pos,all,1,25,0.04,16,655,0.024427480916030534,1.6640625,1.2466590861291316,0.4750962523317941,0.9215722484990223
WTC11,ZNF532,TF ChIP-seq,pos,all,1,25,0.04,16,655,0.024427480916030534,1.6640625,1.2466590861291316,0.4750962523317941,0.9215722484990223
WTC11,ZNF317,TF ChIP-seq,pos,all,1,25,0.04,17,655,0.025954198473282442,1.5637254901960784,1.1595124493637055,0.4948890029980158,0.9373779939138888
WTC11,ERG,TF ChIP-seq,pos,all,1,25,0.04,17,655,0.025954198473282442,1.5637254901960784,1.1595124493637055,0.4948890029980158,0.9373779939138888
WTC11,CTCF,TF ChIP-seq,pos,all,9,25,0.36,198,655,0.30229007633587784,1.2982954545454546,0.40816613011357916,0.514719889229019,0.9636035135566519
WTC11,H3K4me3,Histone ChIP-seq,pos,all,12,25,0.48,267,655,0.4076335877862595,1.3414001728608471,0.4273443947304569,0.5361589871205588,0.9922022635219535
WTC11,MXD4,TF ChIP-seq,pos,all,0,25,0.0,4,655,0.0061068702290076335,0.0,1.5052710251543264,1.0,1.0
WTC11,YY1,TF ChIP-seq,pos,all,5,25,0.2,124,655,0.18931297709923664,1.0705645161290323,0.19580356348223732,0.7996188708320868,1.0
WTC11,H3K9ac,Histone ChIP-seq,pos,all,5,25,0.2,120,655,0.183206106870229,1.1145833333333333,0.2537330425395077,0.7940926490700506,1.0
WTC11,CREM,TF ChIP-seq,pos,all,1,25,0.04,44,655,0.06717557251908397,0.5785984848484849,-0.24927208583306307,1.0,1.0
WTC11,TRERF1,TF ChIP-seq,pos,all,0,25,0.0,5,655,0.007633587786259542,0.0,1.2135482861090023,1.0,1.0
WTC11,TP53,TF ChIP-seq,pos,all,1,25,0.04,33,655,0.050381679389312976,0.7853535353535354,0.1860934931036188,1.0,1.0
WTC11,CTBP2,TF ChIP-seq,pos,all,1,25,0.04,32,655,0.04885496183206107,0.8111979166666666,0.2321305934071636,1.0,1.0
WTC11,TEAD4,TF ChIP-seq,pos,all,1,25,0.04,22,655,0.03358778625954199,1.1988636363636365,0.7856003694170828,0.5835763635591517,1.0
WTC11,H3T11ph,Histone ChIP-seq,pos,all,0,25,0.0,20,655,0.030534351145038167,0.0,-0.7182290315846205,1.0,1.0
WTC11,H4K20me1,Histone ChIP-seq,pos,all,0,25,0.0,25,655,0.03816793893129771,0.0,-1.0444981236147712,1.0,1.0
WTC11,TCF12,TF ChIP-seq,pos,all,2,25,0.08,67,655,0.10229007633587786,0.763140817650876,-0.1085777488026617,1.0,1.0
WTC11,TBP,TF ChIP-seq,pos,all,4,25,0.16,120,655,0.183206106870229,0.8492063492063492,-0.10448632473949127,1.0,1.0
WTC11,TAF1,TF ChIP-seq,pos,all,5,25,0.2,101,655,0.15419847328244274,1.3712871287128714,0.5515873469957474,0.571612237862955,1.0
WTC11,SUZ12,TF ChIP-seq,pos,all,1,25,0.04,48,655,0.0732824427480916,0.5269097222222222,-0.3829195870880364,1.0,1.0
WTC11,CHD7,TF ChIP-seq,pos,all,0,25,0.0,27,655,0.04122137404580153,0.0,-1.1580161210756474,0.6174943320442772,1.0
WTC11,H3K79me1,Histone ChIP-seq,pos,all,1,25,0.04,33,655,0.050381679389312976,0.7853535353535354,0.1860934931036188,1.0,1.0
WTC11,CEBPB,TF ChIP-seq,pos,all,3,25,0.12,61,655,0.09312977099236641,1.3278688524590163,0.5885203201343454,0.7222615034179487,1.0
WTC11,ZKSCAN8,TF ChIP-seq,pos,all,0,25,0.0,14,655,0.021374045801526718,0.0,-0.2051008820093853,1.0,1.0
WTC11,H3K36me3,Histone ChIP-seq,pos,all,2,25,0.08,65,655,0.09923664122137404,0.7892976588628763,-0.060290508930568136,1.0,1.0
WTC11,H3K23ac,Histone ChIP-seq,pos,all,0,25,0.0,10,655,0.015267175572519083,0.0,0.2695305205569347,1.0,1.0
WTC11,H3K18ac,Histone ChIP-seq,pos,all,6,25,0.24,145,655,0.22137404580152673,1.1107078039927405,0.22592930724836152,0.8078809707240597,1.0
WTC11,ZNF423,TF ChIP-seq,pos,all,2,25,0.08,62,655,0.09465648854961832,0.8316970546984572,0.014659178189544774,1.0,1.0
WTC11,ZNF416,TF ChIP-seq,pos,all,1,25,0.04,21,655,0.03206106870229008,1.257936507936508,0.8534642557449559,0.5671299324200978,1.0
WTC11,ZNF396,TF ChIP-seq,pos,all,0,25,0.0,1,655,0.0015267175572519084,0.0,3.096861539252589,1.0,1.0
WTC11,H3K14ac,Histone ChIP-seq,pos,all,4,25,0.16,132,655,0.2015267175572519,0.7546897546897547,-0.27414257577953866,0.8002840843997114,1.0
WTC11,ATF2,TF ChIP-seq,pos,all,0,25,0.0,8,655,0.012213740458015267,0.0,0.5788481993520813,1.0,1.0
WTC11,ZNF263,TF ChIP-seq,pos,all,0,25,0.0,31,655,0.04732824427480916,0.0,-1.3631475038634548,0.6220513089577691,1.0
WTC11,ZNF232,TF ChIP-seq,pos,all,2,25,0.08,45,655,0.06870229007633588,1.178743961352657,0.5133920879984321,0.6886853122950295,1.0
WTC11,ATF3,TF ChIP-seq,pos,all,0,25,0.0,6,655,0.00916030534351145,0.0,0.9703206553352933,1.0,1.0
WTC11,ZNF143,TF ChIP-seq,pos,all,1,25,0.04,31,655,0.04732824427480916,0.8387096774193549,0.279530494713989,1.0,1.0
WTC11,ATF6,TF ChIP-seq,pos,all,0,25,0.0,5,655,0.007633587786259542,0.0,1.2135482861090023,1.0,1.0
